Member_number,Date,itemDescription,year,month,day,day_of_week,first,second,third,fourth,Item
2307,03-12-2015,shopping bags,2015,12,3,3,shopping,bags,,,shoppingbags
1215,18-01-2015,sliced cheese,2015,1,18,6,sliced,cheese,,,slicedcheese
1428,18-01-2015,yogurt,2015,1,18,6,yogurt,,,,
4297,27-10-2015,specialty bar,2015,10,27,1,specialty,bar,,,specialtybar
1812,14-10-2015,margarine,2015,10,14,2,margarine,,,,
2217,12-02-2015,domestic eggs,2015,2,12,3,domestic,eggs,,,domesticeggs
2378,15-04-2015,soda,2015,4,15,2,soda,,,,
2397,23-06-2015,whipped/sour cream,2015,6,23,1,whipped/sour,cream,,,whipped/sourcream
3419,20-08-2015,cream cheese ,2015,8,20,3,cream,cheese,,,creamcheese
4131,29-03-2015,rolls/buns,2015,3,29,6,rolls/buns,,,,
2220,08-04-2015,yogurt,2015,4,8,2,yogurt,,,,
3870,21-03-2015,frozen fish,2015,3,21,5,frozen,fish,,,frozenfish
1483,14-06-2015,rolls/buns,2015,6,14,6,rolls/buns,,,,
3449,29-11-2015,brown bread,2015,11,29,6,brown,bread,,,brownbread
1959,13-12-2015,pot plants,2015,12,13,6,pot,plants,,,potplants
4825,17-01-2015,bottled water,2015,1,17,5,bottled,water,,,bottledwater
3289,05-02-2015,whipped/sour cream,2015,2,5,3,whipped/sour,cream,,,whipped/sourcream
1256,29-08-2015,oil,2015,8,29,5,oil,,,,
3369,23-03-2015,abrasive cleaner,2015,3,23,0,abrasive,cleaner,,,abrasivecleaner
2191,25-10-2015,yogurt,2015,10,25,6,yogurt,,,,
4645,12-06-2015,yogurt,2015,6,12,4,yogurt,,,,
3818,08-08-2015,cat food,2015,8,8,5,cat,food,,,catfood
3857,11-04-2015,canned beer,2015,4,11,5,canned,beer,,,cannedbeer
3651,31-07-2015,cream cheese ,2015,7,31,4,cream,cheese,,,creamcheese
3689,29-07-2015,soda,2015,7,29,2,soda,,,,
2361,10-03-2015,soda,2015,3,10,1,soda,,,,
2513,15-12-2015,zwieback,2015,12,15,1,zwieback,,,,
2110,29-07-2015,soda,2015,7,29,2,soda,,,,
4895,21-07-2015,salty snack,2015,7,21,1,salty,snack,,,saltysnack
2756,31-07-2015,processed cheese,2015,7,31,4,processed,cheese,,,processedcheese
1960,01-09-2015,pastry,2015,9,1,1,pastry,,,,
3924,29-10-2015,curd,2015,10,29,3,curd,,,,
3020,27-08-2015,specialty fat,2015,8,27,3,specialty,fat,,,specialtyfat
4531,08-10-2015,pastry,2015,10,8,3,pastry,,,,
4901,14-02-2015,pasta,2015,2,14,5,pasta,,,,
3787,24-09-2015,salty snack,2015,9,24,3,salty,snack,,,saltysnack
3688,24-09-2015,soap,2015,9,24,3,soap,,,,
4717,04-10-2015,shopping bags,2015,10,4,6,shopping,bags,,,shoppingbags
2210,25-09-2015,sweet spreads,2015,9,25,4,sweet,spreads,,,sweetspreads
4152,29-05-2015,bottled beer,2015,5,29,4,bottled,beer,,,bottledbeer
4507,18-06-2015,softener,2015,6,18,3,softener,,,,
1118,13-05-2015,curd,2015,5,13,2,curd,,,,
4953,05-07-2015,salty snack,2015,7,5,6,salty,snack,,,saltysnack
4417,21-01-2015,sparkling wine,2015,1,21,2,sparkling,wine,,,sparklingwine
2358,15-12-2015,dishes,2015,12,15,1,dishes,,,,
3122,02-05-2015,bottled water,2015,5,2,5,bottled,water,,,bottledwater
3920,05-10-2015,napkins,2015,10,5,0,napkins,,,,
4592,12-08-2015,oil,2015,8,12,2,oil,,,,
1326,11-09-2015,canned beer,2015,9,11,4,canned,beer,,,cannedbeer
3729,29-11-2015,instant coffee,2015,11,29,6,instant,coffee,,,instantcoffee
2627,31-10-2015,frozen vegetables,2015,10,31,5,frozen,vegetables,,,frozenvegetables
3393,11-07-2015,newspapers,2015,7,11,5,newspapers,,,,
4302,08-03-2015,salty snack,2015,3,8,6,salty,snack,,,saltysnack
1734,15-02-2015,frozen vegetables,2015,2,15,6,frozen,vegetables,,,frozenvegetables
3635,26-02-2015,frozen dessert,2015,2,26,3,frozen,dessert,,,frozendessert
3232,18-12-2015,frozen vegetables,2015,12,18,4,frozen,vegetables,,,frozenvegetables
2805,18-04-2015,pastry,2015,4,18,5,pastry,,,,
2214,19-01-2015,butter milk,2015,1,19,0,butter,milk,,,buttermilk
4725,12-02-2015,rolls/buns,2015,2,12,3,rolls/buns,,,,
4975,11-02-2015,soda,2015,2,11,2,soda,,,,
3393,23-02-2015,candy,2015,2,23,0,candy,,,,
4456,08-08-2015,bottled water,2015,8,8,5,bottled,water,,,bottledwater
4744,29-08-2015,candy,2015,8,29,5,candy,,,,
1264,30-07-2015,mayonnaise,2015,7,30,3,mayonnaise,,,,
3104,18-05-2015,fruit/vegetable juice,2015,5,18,0,fruit/vegetable,juice,,,fruit/vegetablejuice
4966,25-01-2015,fruit/vegetable juice,2015,1,25,6,fruit/vegetable,juice,,,fruit/vegetablejuice
4183,15-01-2015,shopping bags,2015,1,15,3,shopping,bags,,,shoppingbags
3786,02-10-2015,baking powder,2015,10,2,4,baking,powder,,,bakingpowder
3299,28-02-2015,hard cheese,2015,2,28,5,hard,cheese,,,hardcheese
1656,07-07-2015,bottled water,2015,7,7,1,bottled,water,,,bottledwater
4753,03-05-2015,bottled beer,2015,5,3,6,bottled,beer,,,bottledbeer
2857,18-04-2015,soda,2015,4,18,5,soda,,,,
3692,18-10-2015,yogurt,2015,10,18,6,yogurt,,,,
2613,23-08-2015,newspapers,2015,8,23,6,newspapers,,,,
3509,07-08-2015,oil,2015,8,7,4,oil,,,,
3048,10-06-2015,white wine,2015,6,10,2,white,wine,,,whitewine
1160,21-08-2015,bottled beer,2015,8,21,4,bottled,beer,,,bottledbeer
2629,26-04-2015,hard cheese,2015,4,26,6,hard,cheese,,,hardcheese
1444,06-06-2015,whole milk,2015,6,6,5,whole,milk,,,wholemilk
2578,12-01-2015,yogurt,2015,1,12,0,yogurt,,,,
4184,28-06-2015,white bread,2015,6,28,6,white,bread,,,whitebread
3201,27-11-2015,soap,2015,11,27,4,soap,,,,
3311,05-02-2015,rolls/buns,2015,2,5,3,rolls/buns,,,,
4294,01-08-2015,bottled water,2015,8,1,5,bottled,water,,,bottledwater
2283,18-01-2015,margarine,2015,1,18,6,margarine,,,,
3325,11-07-2015,other vegetables,2015,7,11,5,other,vegetables,,,othervegetables
3621,11-02-2015,butter,2015,2,11,2,butter,,,,
1968,10-03-2015,newspapers,2015,3,10,1,newspapers,,,,
3717,04-01-2015,frozen vegetables,2015,1,4,6,frozen,vegetables,,,frozenvegetables
4704,18-08-2015,coffee,2015,8,18,1,coffee,,,,
3904,05-11-2015,curd,2015,11,5,3,curd,,,,
2336,10-07-2015,rolls/buns,2015,7,10,4,rolls/buns,,,,
3546,22-11-2015,instant food products,2015,11,22,6,instant,food,products,,instantfood
3797,23-08-2015,processed cheese,2015,8,23,6,processed,cheese,,,processedcheese
4607,15-12-2015,pastry,2015,12,15,1,pastry,,,,
4522,18-05-2015,pickled vegetables,2015,5,18,0,pickled,vegetables,,,pickledvegetables
4695,13-10-2015,canned fish,2015,10,13,1,canned,fish,,,cannedfish
4919,30-03-2015,salty snack,2015,3,30,0,salty,snack,,,saltysnack
3289,15-03-2015,misc. beverages,2015,3,15,6,misc.,beverages,,,misc.beverages
1200,26-09-2015,canned fish,2015,9,26,5,canned,fish,,,cannedfish
3789,09-06-2015,shopping bags,2015,6,9,1,shopping,bags,,,shoppingbags
1289,11-08-2015,canned beer,2015,8,11,1,canned,beer,,,cannedbeer
2415,29-04-2015,soda,2015,4,29,2,soda,,,,
1943,30-09-2015,potato products,2015,9,30,2,potato,products,,,potatoproducts
3685,26-08-2015,female sanitary products,2015,8,26,2,female,sanitary,products,,femalesanitary
3447,27-11-2015,soda,2015,11,27,4,soda,,,,
2164,10-08-2015,coffee,2015,8,10,0,coffee,,,,
4107,02-05-2015,mustard,2015,5,2,5,mustard,,,,
2744,19-05-2015,sugar,2015,5,19,1,sugar,,,,
1051,08-12-2015,dishes,2015,12,8,1,dishes,,,,
2087,04-09-2015,pastry,2015,9,4,4,pastry,,,,
1020,13-10-2015,frozen fish,2015,10,13,1,frozen,fish,,,frozenfish
2443,01-12-2015,napkins,2015,12,1,1,napkins,,,,
4911,01-07-2015,cleaner,2015,7,1,2,cleaner,,,,
3835,16-09-2015,long life bakery product,2015,9,16,2,long,life,bakery,product,longlife
2363,22-05-2015,white wine,2015,5,22,4,white,wine,,,whitewine
2344,19-04-2015,oil,2015,4,19,6,oil,,,,
3911,15-02-2015,soda,2015,2,15,6,soda,,,,
1450,07-08-2015,instant coffee,2015,8,7,4,instant,coffee,,,instantcoffee
3495,18-11-2015,oil,2015,11,18,2,oil,,,,
1625,27-11-2015,napkins,2015,11,27,4,napkins,,,,
3265,12-09-2015,domestic eggs,2015,9,12,5,domestic,eggs,,,domesticeggs
3247,11-01-2015,dishes,2015,1,11,6,dishes,,,,
1777,07-08-2015,brown bread,2015,8,7,4,brown,bread,,,brownbread
1862,09-05-2015,seasonal products,2015,5,9,5,seasonal,products,,,seasonalproducts
2942,02-01-2015,flower (seeds),2015,1,2,4,flower,(seeds),,,flower(seeds)
2932,22-01-2015,newspapers,2015,1,22,3,newspapers,,,,
4049,08-01-2015,whole milk,2015,1,8,3,whole,milk,,,wholemilk
1954,08-06-2015,bottled beer,2015,6,8,0,bottled,beer,,,bottledbeer
2321,16-06-2015,other vegetables,2015,6,16,1,other,vegetables,,,othervegetables
2930,23-03-2015,fruit/vegetable juice,2015,3,23,0,fruit/vegetable,juice,,,fruit/vegetablejuice
3214,27-03-2015,baking powder,2015,3,27,4,baking,powder,,,bakingpowder
4877,20-06-2015,frozen vegetables,2015,6,20,5,frozen,vegetables,,,frozenvegetables
1277,06-07-2015,pot plants,2015,7,6,0,pot,plants,,,potplants
2239,13-12-2015,whole milk,2015,12,13,6,whole,milk,,,wholemilk
4929,26-03-2015,margarine,2015,3,26,3,margarine,,,,
1390,03-02-2015,house keeping products,2015,2,3,1,house,keeping,products,,housekeeping
1870,09-09-2015,brown bread,2015,9,9,2,brown,bread,,,brownbread
3405,04-03-2015,margarine,2015,3,4,2,margarine,,,,
2338,12-08-2015,whole milk,2015,8,12,2,whole,milk,,,wholemilk
2051,09-11-2015,whipped/sour cream,2015,11,9,0,whipped/sour,cream,,,whipped/sourcream
3504,07-06-2015,soda,2015,6,7,6,soda,,,,
3405,13-04-2015,fruit/vegetable juice,2015,4,13,0,fruit/vegetable,juice,,,fruit/vegetablejuice
2512,09-02-2015,coffee,2015,2,9,0,coffee,,,,
4038,11-06-2015,yogurt,2015,6,11,3,yogurt,,,,
1759,26-09-2015,oil,2015,9,26,5,oil,,,,
2813,10-01-2015,female sanitary products,2015,1,10,5,female,sanitary,products,,femalesanitary
3055,18-08-2015,soft cheese,2015,8,18,1,soft,cheese,,,softcheese
1733,18-03-2015,oil,2015,3,18,2,oil,,,,
1913,18-08-2015,whipped/sour cream,2015,8,18,1,whipped/sour,cream,,,whipped/sourcream
4864,27-03-2015,pot plants,2015,3,27,4,pot,plants,,,potplants
4812,27-05-2015,margarine,2015,5,27,2,margarine,,,,
3042,10-05-2015,whole milk,2015,5,10,6,whole,milk,,,wholemilk
4988,10-04-2015,specialty chocolate,2015,4,10,4,specialty,chocolate,,,specialtychocolate
4486,21-07-2015,rolls/buns,2015,7,21,1,rolls/buns,,,,
4069,05-03-2015,pot plants,2015,3,5,3,pot,plants,,,potplants
4600,14-07-2015,whipped/sour cream,2015,7,14,1,whipped/sour,cream,,,whipped/sourcream
3588,05-05-2015,hard cheese,2015,5,5,1,hard,cheese,,,hardcheese
4175,29-01-2015,napkins,2015,1,29,3,napkins,,,,
2599,30-07-2015,yogurt,2015,7,30,3,yogurt,,,,
4671,15-07-2015,sugar,2015,7,15,2,sugar,,,,
2270,06-09-2015,yogurt,2015,9,6,6,yogurt,,,,
2494,05-05-2015,semi-finished bread,2015,5,5,1,semi-finished,bread,,,semi-finishedbread
1406,28-12-2015,waffles,2015,12,28,0,waffles,,,,
3910,18-12-2015,packaged fruit/vegetables,2015,12,18,4,packaged,fruit/vegetables,,,packagedfruit/vegetables
3358,21-02-2015,fruit/vegetable juice,2015,2,21,5,fruit/vegetable,juice,,,fruit/vegetablejuice
1943,14-01-2015,uht-milk,2015,1,14,2,uht-milk,,,,
1995,06-12-2015,root vegetables,2015,12,6,6,root,vegetables,,,rootvegetables
4666,24-02-2015,whole milk,2015,2,24,1,whole,milk,,,wholemilk
1994,03-11-2015,whole milk,2015,11,3,1,whole,milk,,,wholemilk
4892,01-09-2015,curd,2015,9,1,1,curd,,,,
3531,29-08-2015,dishes,2015,8,29,5,dishes,,,,
1148,15-04-2015,dog food,2015,4,15,2,dog,food,,,dogfood
1787,31-10-2015,packaged fruit/vegetables,2015,10,31,5,packaged,fruit/vegetables,,,packagedfruit/vegetables
4215,31-05-2015,oil,2015,5,31,6,oil,,,,
2158,08-01-2015,fruit/vegetable juice,2015,1,8,3,fruit/vegetable,juice,,,fruit/vegetablejuice
2510,29-09-2015,bottled water,2015,9,29,1,bottled,water,,,bottledwater
3180,19-10-2015,bathroom cleaner,2015,10,19,0,bathroom,cleaner,,,bathroomcleaner
3207,08-08-2015,napkins,2015,8,8,5,napkins,,,,
1226,11-12-2015,vinegar,2015,12,11,4,vinegar,,,,
1682,25-06-2015,soda,2015,6,25,3,soda,,,,
1509,11-04-2015,hard cheese,2015,4,11,5,hard,cheese,,,hardcheese
2364,21-06-2015,coffee,2015,6,21,6,coffee,,,,
4679,11-10-2015,bottled water,2015,10,11,6,bottled,water,,,bottledwater
4324,01-05-2015,white wine,2015,5,1,4,white,wine,,,whitewine
3497,14-06-2015,cling film/bags,2015,6,14,6,cling,film/bags,,,clingfilm/bags
1008,21-07-2015,domestic eggs,2015,7,21,1,domestic,eggs,,,domesticeggs
4572,29-10-2015,bottled beer,2015,10,29,3,bottled,beer,,,bottledbeer
4030,07-04-2015,cake bar,2015,4,7,1,cake,bar,,,cakebar
2422,08-12-2015,bottled water,2015,12,8,1,bottled,water,,,bottledwater
2694,24-11-2015,frozen fish,2015,11,24,1,frozen,fish,,,frozenfish
3481,08-03-2015,rolls/buns,2015,3,8,6,rolls/buns,,,,
3821,01-03-2015,newspapers,2015,3,1,6,newspapers,,,,
3752,20-08-2015,flour,2015,8,20,3,flour,,,,
3262,12-08-2015,soups,2015,8,12,2,soups,,,,
1370,28-06-2015,rolls/buns,2015,6,28,6,rolls/buns,,,,
1090,31-08-2015,napkins,2015,8,31,0,napkins,,,,
3862,18-11-2015,butter,2015,11,18,2,butter,,,,
4495,04-08-2015,white bread,2015,8,4,1,white,bread,,,whitebread
2492,11-01-2015,newspapers,2015,1,11,6,newspapers,,,,
4688,08-01-2015,white bread,2015,1,8,3,white,bread,,,whitebread
3633,14-07-2015,brown bread,2015,7,14,1,brown,bread,,,brownbread
3709,08-08-2015,specialty cheese,2015,8,8,5,specialty,cheese,,,specialtycheese
1220,02-09-2015,rolls/buns,2015,9,2,2,rolls/buns,,,,
4236,25-11-2015,frozen vegetables,2015,11,25,2,frozen,vegetables,,,frozenvegetables
3308,19-08-2015,yogurt,2015,8,19,2,yogurt,,,,
1183,06-12-2015,other vegetables,2015,12,6,6,other,vegetables,,,othervegetables
1999,24-08-2015,coffee,2015,8,24,0,coffee,,,,
4828,10-11-2015,shopping bags,2015,11,10,1,shopping,bags,,,shoppingbags
3608,10-12-2015,waffles,2015,12,10,3,waffles,,,,
3983,09-09-2015,long life bakery product,2015,9,9,2,long,life,bakery,product,longlife
3460,24-07-2015,cream cheese ,2015,7,24,4,cream,cheese,,,creamcheese
1703,21-02-2015,whipped/sour cream,2015,2,21,5,whipped/sour,cream,,,whipped/sourcream
3002,13-08-2015,seasonal products,2015,8,13,3,seasonal,products,,,seasonalproducts
4836,17-08-2015,whole milk,2015,8,17,0,whole,milk,,,wholemilk
1561,06-05-2015,flour,2015,5,6,2,flour,,,,
4731,04-04-2015,yogurt,2015,4,4,5,yogurt,,,,
3812,13-11-2015,domestic eggs,2015,11,13,4,domestic,eggs,,,domesticeggs
2097,10-01-2015,shopping bags,2015,1,10,5,shopping,bags,,,shoppingbags
4986,28-01-2015,other vegetables,2015,1,28,2,other,vegetables,,,othervegetables
4742,15-11-2015,ready soups,2015,11,15,6,ready,soups,,,readysoups
2502,15-04-2015,curd,2015,4,15,2,curd,,,,
1135,07-10-2015,butter,2015,10,7,2,butter,,,,
2403,14-02-2015,margarine,2015,2,14,5,margarine,,,,
4234,17-07-2015,baking powder,2015,7,17,4,baking,powder,,,bakingpowder
4068,12-11-2015,specialty bar,2015,11,12,3,specialty,bar,,,specialtybar
2311,30-06-2015,fruit/vegetable juice,2015,6,30,1,fruit/vegetable,juice,,,fruit/vegetablejuice
1353,21-01-2015,specialty bar,2015,1,21,2,specialty,bar,,,specialtybar
3251,07-05-2015,frozen meals,2015,5,7,3,frozen,meals,,,frozenmeals
1748,03-08-2015,whole milk,2015,8,3,0,whole,milk,,,wholemilk
1638,03-12-2015,bottled beer,2015,12,3,3,bottled,beer,,,bottledbeer
2170,02-10-2015,fruit/vegetable juice,2015,10,2,4,fruit/vegetable,juice,,,fruit/vegetablejuice
3903,02-06-2015,margarine,2015,6,2,1,margarine,,,,
1245,27-06-2015,processed cheese,2015,6,27,5,processed,cheese,,,processedcheese
3237,28-06-2015,other vegetables,2015,6,28,6,other,vegetables,,,othervegetables
4908,20-05-2015,uht-milk,2015,5,20,2,uht-milk,,,,
1780,07-12-2015,newspapers,2015,12,7,0,newspapers,,,,
1438,05-11-2015,whipped/sour cream,2015,11,5,3,whipped/sour,cream,,,whipped/sourcream
1265,19-01-2015,domestic eggs,2015,1,19,0,domestic,eggs,,,domesticeggs
3669,02-10-2015,processed cheese,2015,10,2,4,processed,cheese,,,processedcheese
2412,13-03-2015,bottled beer,2015,3,13,4,bottled,beer,,,bottledbeer
1818,09-10-2015,rolls/buns,2015,10,9,4,rolls/buns,,,,
2601,27-06-2015,baking powder,2015,6,27,5,baking,powder,,,bakingpowder
1905,31-07-2015,candy,2015,7,31,4,candy,,,,
1407,26-06-2015,pastry,2015,6,26,4,pastry,,,,
3754,01-02-2015,margarine,2015,2,1,6,margarine,,,,
2743,05-05-2015,yogurt,2015,5,5,1,yogurt,,,,
2211,22-09-2015,processed cheese,2015,9,22,1,processed,cheese,,,processedcheese
4138,06-12-2015,waffles,2015,12,6,6,waffles,,,,
4141,11-12-2015,brown bread,2015,12,11,4,brown,bread,,,brownbread
4826,15-06-2015,rolls/buns,2015,6,15,0,rolls/buns,,,,
2685,10-07-2015,butter,2015,7,10,4,butter,,,,
3793,07-02-2015,flower (seeds),2015,2,7,5,flower,(seeds),,,flower(seeds)
4687,23-09-2015,frozen vegetables,2015,9,23,2,frozen,vegetables,,,frozenvegetables
2277,18-01-2015,canned beer,2015,1,18,6,canned,beer,,,cannedbeer
4518,20-07-2015,butter,2015,7,20,0,butter,,,,
1997,28-12-2015,pastry,2015,12,28,0,pastry,,,,
4114,08-07-2015,house keeping products,2015,7,8,2,house,keeping,products,,housekeeping
1097,25-09-2015,bottled water,2015,9,25,4,bottled,water,,,bottledwater
2568,22-09-2015,other vegetables,2015,9,22,1,other,vegetables,,,othervegetables
1997,20-08-2015,bottled beer,2015,8,20,3,bottled,beer,,,bottledbeer
4987,01-07-2015,domestic eggs,2015,7,1,2,domestic,eggs,,,domesticeggs
2404,06-02-2015,cocoa drinks,2015,2,6,4,cocoa,drinks,,,cocoadrinks
1619,03-04-2015,flower (seeds),2015,4,3,4,flower,(seeds),,,flower(seeds)
3640,13-03-2015,coffee,2015,3,13,4,coffee,,,,
4537,27-10-2015,sliced cheese,2015,10,27,1,sliced,cheese,,,slicedcheese
3519,30-07-2015,other vegetables,2015,7,30,3,other,vegetables,,,othervegetables
3587,06-08-2015,canned beer,2015,8,6,3,canned,beer,,,cannedbeer
1232,07-01-2015,bottled water,2015,1,7,2,bottled,water,,,bottledwater
2597,15-08-2015,bottled beer,2015,8,15,5,bottled,beer,,,bottledbeer
1878,01-10-2015,candy,2015,10,1,3,candy,,,,
2860,03-01-2015,light bulbs,2015,1,3,5,light,bulbs,,,lightbulbs
4006,14-06-2015,kitchen towels,2015,6,14,6,kitchen,towels,,,kitchentowels
4536,13-09-2015,sliced cheese,2015,9,13,6,sliced,cheese,,,slicedcheese
4180,06-04-2015,semi-finished bread,2015,4,6,0,semi-finished,bread,,,semi-finishedbread
1384,23-03-2015,bottled beer,2015,3,23,0,bottled,beer,,,bottledbeer
3322,10-11-2015,whole milk,2015,11,10,1,whole,milk,,,wholemilk
2543,13-08-2015,brown bread,2015,8,13,3,brown,bread,,,brownbread
3763,27-06-2015,frozen vegetables,2015,6,27,5,frozen,vegetables,,,frozenvegetables
4459,02-08-2015,white bread,2015,8,2,6,white,bread,,,whitebread
2736,25-05-2015,soda,2015,5,25,0,soda,,,,
1549,18-03-2015,coffee,2015,3,18,2,coffee,,,,
2047,20-12-2015,bottled water,2015,12,20,6,bottled,water,,,bottledwater
3754,22-01-2015,roll products ,2015,1,22,3,roll,products,,,rollproducts
2667,16-06-2015,shopping bags,2015,6,16,1,shopping,bags,,,shoppingbags
1829,19-06-2015,male cosmetics,2015,6,19,4,male,cosmetics,,,malecosmetics
1376,30-06-2015,cream cheese ,2015,6,30,1,cream,cheese,,,creamcheese
2953,01-04-2015,rolls/buns,2015,4,1,2,rolls/buns,,,,
3465,14-06-2015,pickled vegetables,2015,6,14,6,pickled,vegetables,,,pickledvegetables
3120,23-12-2015,whipped/sour cream,2015,12,23,2,whipped/sour,cream,,,whipped/sourcream
1301,01-07-2015,frozen vegetables,2015,7,1,2,frozen,vegetables,,,frozenvegetables
1865,18-10-2015,yogurt,2015,10,18,6,yogurt,,,,
2772,12-04-2015,pastry,2015,4,12,6,pastry,,,,
1875,22-05-2015,oil,2015,5,22,4,oil,,,,
3358,29-03-2015,rolls/buns,2015,3,29,6,rolls/buns,,,,
3255,11-05-2015,newspapers,2015,5,11,0,newspapers,,,,
3877,27-05-2015,chocolate,2015,5,27,2,chocolate,,,,
1480,24-08-2015,tidbits,2015,8,24,0,tidbits,,,,
2850,27-03-2015,beef,2015,3,27,4,beef,,,,
1699,07-07-2015,rolls/buns,2015,7,7,1,rolls/buns,,,,
3258,20-05-2015,bottled water,2015,5,20,2,bottled,water,,,bottledwater
4717,05-03-2015,whole milk,2015,3,5,3,whole,milk,,,wholemilk
3307,28-06-2015,baking powder,2015,6,28,6,baking,powder,,,bakingpowder
2332,15-12-2015,rolls/buns,2015,12,15,1,rolls/buns,,,,
2431,27-10-2015,cereals,2015,10,27,1,cereals,,,,
2312,26-03-2015,other vegetables,2015,3,26,3,other,vegetables,,,othervegetables
2232,15-01-2015,whisky,2015,1,15,3,whisky,,,,
3998,14-12-2015,whipped/sour cream,2015,12,14,0,whipped/sour,cream,,,whipped/sourcream
3054,28-06-2015,yogurt,2015,6,28,6,yogurt,,,,
4550,26-03-2015,other vegetables,2015,3,26,3,other,vegetables,,,othervegetables
1075,20-07-2015,dishes,2015,7,20,0,dishes,,,,
3898,04-11-2015,soda,2015,11,4,2,soda,,,,
3374,27-08-2015,brandy,2015,8,27,3,brandy,,,,
4262,25-04-2015,newspapers,2015,4,25,5,newspapers,,,,
1151,17-09-2015,pastry,2015,9,17,3,pastry,,,,
3669,17-01-2015,margarine,2015,1,17,5,margarine,,,,
4222,27-12-2015,whipped/sour cream,2015,12,27,6,whipped/sour,cream,,,whipped/sourcream
1914,06-04-2015,root vegetables,2015,4,6,0,root,vegetables,,,rootvegetables
1306,20-11-2015,rolls/buns,2015,11,20,4,rolls/buns,,,,
4229,20-08-2015,pastry,2015,8,20,3,pastry,,,,
2145,12-12-2015,chewing gum,2015,12,12,5,chewing,gum,,,chewinggum
1977,01-12-2015,canned beer,2015,12,1,1,canned,beer,,,cannedbeer
4552,19-06-2015,yogurt,2015,6,19,4,yogurt,,,,
4013,18-03-2015,bottled beer,2015,3,18,2,bottled,beer,,,bottledbeer
4566,30-08-2015,napkins,2015,8,30,6,napkins,,,,
3111,23-12-2015,waffles,2015,12,23,2,waffles,,,,
3699,12-12-2015,butter,2015,12,12,5,butter,,,,
2895,14-08-2015,whole milk,2015,8,14,4,whole,milk,,,wholemilk
3868,19-08-2015,pastry,2015,8,19,2,pastry,,,,
3215,24-04-2015,specialty cheese,2015,4,24,4,specialty,cheese,,,specialtycheese
2461,10-04-2015,whole milk,2015,4,10,4,whole,milk,,,wholemilk
1452,25-11-2015,rice,2015,11,25,2,rice,,,,
4618,16-12-2015,butter,2015,12,16,2,butter,,,,
4721,23-05-2015,margarine,2015,5,23,5,margarine,,,,
2712,21-06-2015,whole milk,2015,6,21,6,whole,milk,,,wholemilk
1458,24-08-2015,specialty bar,2015,8,24,0,specialty,bar,,,specialtybar
3746,11-09-2015,whipped/sour cream,2015,9,11,4,whipped/sour,cream,,,whipped/sourcream
3596,20-04-2015,canned beer,2015,4,20,0,canned,beer,,,cannedbeer
4120,12-11-2015,softener,2015,11,12,3,softener,,,,
